iter	Passed	Remaining
404	9290	13648
405	9312	13624
406	9334	13600
407	9346	13562
408	9368	13537
409	9390	13513
410	9414	13491
411	9438	13470
412	9451	13433
413	9472	13408
414	9494	13383
415	9516	13359
416	9538	13335
417	9561	13312
418	9597	13307
419	9619	13283
420	9642	13261
421	9665	13238
422	9686	13213
423	9696	13172
424	9717	13147
425	9733	13114
426	9768	13108
427	9790	13084
428	9812	13061
429	9836	13039
430	9861	13018
431	9884	12995
432	9907	12973
433	9930	12950
434	9951	12925
435	9974	12903
436	9997	12880
437	10020	12856
438	10051	12844
439	10074	12822
440	10099	12802
441	10123	12780
442	10148	12759
443	10171	12737
444	10193	12712
445	10201	12672
446	10223	12647
447	10246	12624
448	10272	12605
449	10297	12585
450	10318	12560
451	10340	12537
452	10363	12513
453	10384	12488
454	10407	12466
455	10416	12426
456	10438	12402
457	10447	12363
458	10469	12339
459	10493	12318
460	10516	12296
461	10543	12277
462	10567	12256
463	10593	12237
464	10618	12216
465	10645	12199
466	10670	12178
467	10694	12156
468	10724	12141
469	10750	12122
470	10776	12103
471	10798	12080
472	10821	12056
473	10843	12033
474	10866	12010
475	10887	11985
476	10908	11960
477	10938	11945
478	10960	11922
479	10985	11900
480	11008	11878
481	11031	11855
482	11054	11833
483	11077	11810
484	11099	11786
485	11121	11761
486	11143	11738
487	11165	11714
488	11189	11692
489	11213	11670
490	11236	11648
491	11258	11624
492	11278	11598
493	11300	11574
494	11321	11550
495	11344	11527
496	11366	11503
497	11389	11481
498	11415	11461
499	11437	11437
500	11460	11414
501	11482	11391
502	11504	11367
503	11526	11343
504	11548	11319
505	11570	11295
506	11593	11272
507	11617	11251
508	11669	11256
509	11683	11225
510	11707	11203
511	11728	11178
512	11750	11154
513	11766	11125
514	11781	11094
515	11803	11071
516	11828	11050
517	11851	11028
518	11874	11004
519	11897	10982
520	11920	10959
521	11942	10935
522	11964	10912
523	11988	10890
524	12011	10867
525	12034	10844
526	12059	10823
527	12081	10799
528	12103	10776
529	12124	10752
530	12146	10728
531	12166	10702
532	12188	10679
533	12211	10656
534	12234	10633
535	12257	10611
536	12282	10589
537	12305	10567
538	12327	10543
539	12350	10520
540	12372	10497
541	12396	10475
542	12419	10452
543	12442	10429
544	12465	10406
545	12491	10386
546	12516	10365
547	12538	10341
548	12553	10312
549	12575	10288
550	12597	10265
551	12619	10242
552	12641	10218
553	12663	10195
554	12688	10173
555	12711	10150
556	12734	10127
557	12757	10105
558	12780	10082
559	12803	10060
560	12833	10042
561	12857	10020
562	12881	9998
563	12906	9977
564	12930	9955
565	12953	9932
566	12977	9910
567	12999	9886
568	13022	9864
569	13046	9841
570	13070	9820
571	13095	9798
572	13118	9776
573	13145	9755
574	13170	9735
575	13193	9711
576	13216	9689
577	13239	9665
578	13261	9642
579	13283	9619
580	13306	9596
581	13329	9573
582	13352	9550
583	13374	9526
584	13395	9502
585	13417	9479
586	13440	9456
587	13463	9433
588	13484	9409
589	13505	9385
590	13530	9363
591	13554	9341
592	13577	9318
593	13600	9295
594	13622	9272
595	13645	9249
596	13668	9226
597	13693	9205
598	13716	9182
599	13738	9159
600	13761	9136
601	13786	9114
602	13810	9092
603	13835	9070
604	13857	9047
605	13880	9024
606	13901	9000
607	13922	8976
608	13945	8953
609	13969	8931
610	13996	8911
611	14025	8892
612	14053	8872
613	14080	8852
614	14109	8832
615	14134	8811
616	14162	8791
617	14191	8772
618	14220	8753
619	14247	8732
620	14271	8709
621	14294	8686
622	14334	8674
623	14356	8650
624	14378	8626
625	14402	8604
626	14427	8582
627	14453	8561
628	14476	8538
629	14499	8515
630	14522	8492
631	14545	8469
632	14568	8446
633	14592	8423
634	14617	8402
635	14641	8379
636	14665	8357
637	14691	8335
638	14714	8312
639	14736	8289
640	14758	8265
641	14781	8242
642	14804	8219
643	14827	8196
644	14853	8175
645	14877	8152
646	14901	8130
647	14922	8106
648	14944	8082
649	14967	8059
650	14989	8036
651	15012	8012
652	15035	7989
653	15060	7967
654	15086	7946
655	15115	7926
656	15142	7905
657	15185	7892
658	15210	7870
659	15238	7850
660	15265	7829
661	15293	7808
662	15319	7786
663	15341	7763
664	15362	7739
665	15385	7715
666	15408	7692
667	15430	7669
668	15452	7645
669	15475	7622
670	15501	7600
671	15528	7579
672	15554	7557
673	15579	7535
674	15605	7513
675	15631	7492
676	15656	7469
677	15682	7448
678	15707	7425
679	15732	7403
680	15787	7395
681	15814	7374
682	15837	7350
683	15859	7326
684	15880	7302
685	15902	7279
686	15928	7256
687	15950	7233
688	15975	7211
689	15997	7187
690	16018	7163
691	16039	7138
692	16060	7115
693	16084	7092
694	16109	7069
695	16132	7046
696	16158	7024
697	16185	7002
698	16210	6980
699	16236	6958
700	16258	6934
701	16280	6911
702	16301	6886
703	16322	6862
704	16345	6839
705	16368	6816
706	16391	6793
707	16415	6770
708	16440	6747
709	16464	6724
710	16487	6701
711	16511	6678
712	16534	6655
713	16559	6633
714	16583	6610
715	16607	6587
716	16630	6564
717	16654	6541
718	16676	6517
719	16700	6494
720	16720	6470
721	16742	6446
722	16764	6422
723	16786	6399
724	16810	6376
725	16835	6353
726	16858	6330
727	16882	6307
728	16906	6284
729	16928	6261
730	16950	6237
731	16973	6214
732	16995	6190
733	17018	6167
734	17040	6143
735	17063	6120
736	17090	6098
737	17111	6074
738	17132	6050
739	17152	6026
740	17172	6002
741	17194	5978
742	17216	5955
743	17239	5931
744	17261	5908
745	17284	5885
746	17312	5863
747	17334	5840
748	17356	5816
749	17378	5792
750	17401	5769
751	17423	5745
752	17445	5722
753	17467	5698
754	17490	5675
755	17513	5652
756	17537	5629
757	17559	5606
758	17581	5582
759	17602	5558
760	17626	5535
761	17649	5512
762	17670	5488
763	17693	5465
764	17716	5442
765	17739	5419
766	17762	5395
767	17783	5372
768	17804	5348
769	17826	5324
770	17847	5301
771	17868	5277
772	17890	5253
773	17913	5230
774	17936	5207
775	17960	5184
776	17984	5161
777	18006	5137
778	18026	5114
779	18050	5091
780	18072	5067
781	18097	5044
782	18119	5021
783	18143	4998
784	18167	4975
785	18189	4952
786	18211	4929
787	18233	4905
788	18254	4881
789	18274	4857
790	18296	4834
791	18318	4810
792	18341	4787
793	18365	4764
794	18389	4741
795	18410	4718
796	18430	4694
797	18450	4670
798	18472	4647
799	18494	4623
800	18517	4600
801	18538	4576
802	18564	4554
803	18586	4531
804	18610	4508
805	18632	4484
806	18653	4461
807	18674	4437
808	18694	4413
809	18716	4390
810	18738	4366
811	18759	4343
812	18781	4320
813	18807	4297
814	18831	4274
815	18853	4251
816	18873	4227
817	18895	4204
818	18916	4180
819	18937	4156
820	18959	4133
821	18983	4110
822	19007	4087
823	19030	4064
824	19052	4041
825	19075	4018
826	19097	3995
827	19121	3972
828	19141	3948
829	19162	3924
830	19185	3901
831	19209	3878
832	19238	3856
833	19285	3838
834	19310	3815
835	19331	3792
836	19353	3768
837	19375	3745
838	19396	3722
839	19426	3700
840	19448	3676
841	19471	3653
842	19492	3630
843	19514	3607
844	19536	3583
845	19558	3560
846	19581	3537
847	19603	3513
848	19626	3490
849	19650	3467
850	19673	3444
851	19695	3421
852	19718	3398
853	19739	3374
854	19760	3351
855	19782	3327
856	19805	3304
857	19828	3281
858	19852	3258
859	19876	3235
860	19899	3212
861	19921	3189
862	19943	3166
863	19966	3142
864	19989	3119
865	20011	3096
866	20034	3073
867	20056	3050
868	20079	3026
869	20104	3004
870	20127	2980
871	20149	2957
872	20171	2934
873	20191	2910
874	20213	2887
875	20234	2864
876	20256	2841
877	20279	2817
878	20301	2794
879	20326	2771
880	20349	2748
881	20373	2725
882	20395	2702
883	20416	2679
884	20436	2655
885	20456	2632
886	20478	2608
887	20500	2585
888	20522	2562
889	20546	2539
890	20568	2516
891	20590	2493
892	20612	2469
893	20634	2446
894	20656	2423
895	20678	2400
896	20700	2377
897	20722	2353
898	20745	2330
899	20768	2307
900	20791	2284
901	20812	2261
902	20835	2238
903	20856	2214
904	20876	2191
905	20898	2168
906	20921	2145
907	20943	2122
908	20966	2098
909	20990	2076
910	21013	2052
911	21035	2029
912	21057	2006
913	21080	1983
914	21102	1960
915	21123	1937
916	21145	1913
917	21168	1890
918	21194	1868
919	21218	1845
920	21241	1821
921	21264	1798
922	21285	1775
923	21307	1752
924	21330	1729
925	21352	1706
926	21375	1683
927	21400	1660
928	21424	1637
929	21462	1615
930	21484	1592
931	21505	1569
932	21526	1545
933	21548	1522
934	21570	1499
935	21592	1476
936	21614	1453
937	21639	1430
938	21663	1407
939	21684	1384
940	21706	1360
941	21726	1337
942	21749	1314
943	21771	1291
944	21793	1268
945	21816	1245
946	21839	1222
947	21864	1199
948	21886	1176
949	21909	1153
950	21930	1129
951	21951	1106
952	21973	1083
953	21994	1060
954	22016	1037
955	22039	1014
956	22062	991
957	22117	969
958	22143	946
959	22164	923
960	22185	900
961	22206	877
962	22229	854
963	22253	831
964	22276	807
965	22300	784
966	22321	761
967	22343	738
968	22365	715
969	22390	692
970	22411	669
971	22434	646
972	22456	623
973	22480	600
974	22503	577
975	22535	554
976	22556	531
977	22578	507
978	22600	484
979	22622	461
980	22644	438
981	22665	415
982	22687	392
983	22708	369
984	22733	346
985	22755	323
986	22777	300
987	22799	276
988	22819	253
989	22839	230
990	22862	207
991	22885	184
992	22910	161
993	22933	138
994	22958	115
995	22980	92
996	23001	69
997	23023	46
998	23045	23
999	23073	0
